2025-05-17 17:41:58.152 | WARNING  | nodes.vlm_node:__init__:18 - Starting VLM
2025-05-17 17:41:58.152 | INFO     | nodes.vlm_wrapper:__init__:36 - Attempting to load VLM
2025-05-17 17:41:58.456 | INFO     | nodes.vlm_wrapper:__init__:44 - Tokenizer successfully loaded
2025-05-17 17:41:59.127 | INFO     | nodes.vlm_wrapper:__init__:49 - Processor successfully loaded
2025-05-17 17:42:02.809 | INFO     | nodes.vlm_wrapper:__init__:59 - Model successfully loaded in 4.66s
2025-05-17 17:42:02.809 | WARNING  | nodes.vlm_node:__init__:21 - VLM Node is ready
2025-05-17 17:42:02.809 | WARNING  | __main__:__init__:29 - Building graph
2025-05-17 17:42:02.900 | WARNING  | __main__:__init__:50 - Graph has been built
2025-05-17 17:42:02.904 | WARNING  | __main__:<module>:143 - ---STARTING GAME---
2025-05-17 17:42:03.111 | INFO     | __main__:<module>:147 - STARTING GAME: Wait 40 seconds
2025-05-17 17:42:43.112 | WARNING  | __main__:<module>:151 - ---STARTING LLAMA.CPP---
2025-05-17 17:42:43.622 | INFO     | __main__:<module>:159 - STARTING LLAMA.CPP: Wait 40 seconds
2025-05-17 17:43:23.634 | DEBUG    | nodes.get_player_strengths:__call__:44 - ---CHARACTER STRENGTHS: GETTING PLAYER CHARACTERS STRENGTHS---
2025-05-17 17:43:26.737 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:26.845 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:29.811 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 3.07s
2025-05-17 17:43:29.812 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:29.827 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:32.422 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.61s
2025-05-17 17:43:32.423 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:32.437 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:33.978 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.56s
2025-05-17 17:43:35.777 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:35.792 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:38.283 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.51s
2025-05-17 17:43:38.284 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:38.298 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:40.880 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.60s
2025-05-17 17:43:40.882 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:40.896 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:42.537 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.66s
2025-05-17 17:43:44.326 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:44.341 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:46.738 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.41s
2025-05-17 17:43:46.739 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:46.754 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:49.345 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 2.61s
2025-05-17 17:43:49.346 | INFO     | nodes.vlm_wrapper:__call__:74 - Prepare inputs
2025-05-17 17:43:49.360 | INFO     | nodes.vlm_wrapper:__call__:105 - Generating
2025-05-17 17:43:50.971 | INFO     | nodes.vlm_wrapper:__call__:119 - Success in 1.62s
